name,inputData,displacement,replaceNan,removeMean,FFT,#RNN,sizeRNN,bidirectional,#FC,numFC,Dropout,Custom_loss,xyDisplacement,Accuracy,N4_Acc,Q4_Acc,T4_Acc,Q4H7_Acc,Custom_Acc,Testing_Metric
200,ratioNorm,1,1,0,1,3,16,1,2,32,0.3,0,0,0.5931,0.7055,0.5137,0.4403,0.6667,0.5341,3.2159
201,ratioNorm,1,1,0,1,4,16,1,2,32,0.3,0,0,0.5927,0.7581,0.4564,0.4600,0.5854,0.5138,3.1731
202,ratioNorm,1,1,0,1,2,32,1,2,32,0.3,0,0,0.5984,0.7562,0.4879,0.4445,0.5799,0.5158,3.2135
203,ratioNorm,1,1,0,1,3,32,1,2,32,0.3,0,0,0.5940,0.7147,0.5399,0.4024,0.6240,0.5192,3.1669
204,ratioNorm,1,1,0,1,4,32,1,2,32,0.3,0,0,0.6012,0.7628,0.4501,0.4649,0.6667,0.5306,3.2764
205,ratioNorm,1,1,0,1,2,16,1,3,32,0.3,0,0,0.5845,0.7210,0.5012,0.4221,0.5854,0.5084,3.2408
206,ratioNorm,1,1,0,1,3,16,1,3,32,0.3,0,0,0.5962,0.7796,0.4381,0.4733,0.5634,0.5114,3.1796
207,ratioNorm,1,1,0,1,4,16,1,3,32,0.3,0,0,0.5990,0.7435,0.4950,0.4445,0.6185,0.5244,3.2108
208,ratioNorm,1,1,0,1,2,32,1,3,32,0.3,0,0,0.5964,0.7844,0.4684,0.3799,0.6281,0.4965,3.1546
209,ratioNorm,1,1,0,1,3,32,1,3,32,0.3,0,0,0.5922,0.7844,0.4609,0.4206,0.5275,0.4905,3.1954
210,ratioNorm,1,1,0,1,4,32,1,3,32,0.3,0,0,0.6009,0.7951,0.4447,0.4375,0.5937,0.5067,3.1582
211,ratioNorm,1,1,0,1,2,16,1,1,64,0.3,0,0,0.5922,0.7331,0.4722,0.4670,0.6226,0.5263,3.2366
212,ratioNorm,1,1,0,1,3,16,1,1,64,0.3,0,0,0.6016,0.7755,0.4476,0.4417,0.6694,0.5224,3.1733
213,ratioNorm,1,1,0,1,4,16,1,1,64,0.3,0,0,0.5946,0.7498,0.4626,0.4719,0.5978,0.5221,3.2405
214,ratioNorm,1,1,0,1,2,32,1,1,64,0.3,0,0,0.5964,0.7831,0.4123,0.4937,0.5964,0.5188,3.1757
215,ratioNorm,1,1,0,1,3,32,1,1,64,0.3,0,0,0.6059,0.7350,0.5428,0.4228,0.6129,0.5280,3.1465
216,ratioNorm,1,1,0,1,4,32,1,1,64,0.3,0,0,0.6027,0.7739,0.4755,0.4733,0.5331,0.5160,3.1662
217,ratioNorm,1,1,0,1,2,16,1,2,64,0.3,0,0,0.5843,0.7495,0.4260,0.4635,0.6267,0.5135,3.2434
218,ratioNorm,1,1,0,1,3,16,1,2,64,0.3,0,0,0.6010,0.7521,0.5071,0.4256,0.5992,0.5174,3.1728
219,ratioNorm,1,1,0,1,4,16,1,2,64,0.3,0,0,0.5967,0.7669,0.4609,0.4206,0.6515,0.5135,3.1754
220,ratioNorm,1,1,0,1,2,32,1,2,64,0.3,0,0,0.5889,0.7527,0.4676,0.4178,0.6143,0.5055,3.2509
221,ratioNorm,1,1,0,1,3,32,1,2,64,0.3,0,0,0.5983,0.7356,0.4659,0.5351,0.5634,0.5401,3.2458
222,ratioNorm,1,1,0,1,4,32,1,2,64,0.3,0,0,0.6019,0.7264,0.5673,0.4129,0.5455,0.5171,3.1460
223,ratioNorm,1,1,0,1,2,16,1,3,64,0.3,0,0,0.5735,0.7220,0.4106,0.5541,0.5055,0.5181,3.3299
224,ratioNorm,1,1,0,1,3,16,1,3,64,0.3,0,0,0.5922,0.7112,0.5474,0.3940,0.6116,0.5152,3.1365
225,ratioNorm,1,1,0,1,4,16,1,3,64,0.3,0,0,0.5937,0.7742,0.4135,0.4537,0.6804,0.5190,3.2148
226,ratioNorm,1,1,0,1,2,32,1,3,64,0.3,0,0,0.5839,0.7882,0.3845,0.4157,0.6860,0.4976,3.2284
227,ratioNorm,1,1,0,1,3,32,1,3,64,0.3,0,0,0.5889,0.7473,0.4314,0.5169,0.5634,0.5236,3.2068
228,ratioNorm,1,1,0,1,4,32,1,3,64,0.3,0,0,0.5972,0.7565,0.4830,0.4656,0.5413,0.5150,3.1663
229,ratioNorm,1,1,0,1,2,16,1,1,128,0.3,0,0,0.5880,0.7312,0.4152,0.5365,0.6391,0.5401,3.2856
230,ratioNorm,1,1,0,1,3,16,1,1,128,0.3,0,0,0.5904,0.7907,0.3803,0.4979,0.5964,0.5116,3.2741
231,ratioNorm,1,1,0,1,4,16,1,1,128,0.3,0,0,0.5917,0.7521,0.4489,0.4621,0.6212,0.5189,3.2794
232,ratioNorm,1,1,0,1,2,32,1,1,128,0.3,0,0,0.5865,0.7505,0.4825,0.3673,0.6474,0.4962,3.1808
233,ratioNorm,1,1,0,1,3,32,1,1,128,0.3,0,0,0.5987,0.7410,0.4963,0.4649,0.5813,0.5252,3.2094
234,ratioNorm,1,1,0,1,4,32,1,1,128,0.3,0,0,0.6054,0.7840,0.4547,0.4621,0.6088,0.5214,3.1462
235,ratioNorm,1,1,0,1,2,16,1,2,128,0.3,0,0,0.5824,0.7042,0.4543,0.5246,0.5909,0.5347,3.3162
236,ratioNorm,1,1,0,1,3,16,1,2,128,0.3,0,0,0.6014,0.7904,0.4746,0.4382,0.5193,0.5006,3.1662
237,ratioNorm,1,1,0,1,4,16,1,2,128,0.3,0,0,0.5902,0.7198,0.5079,0.4579,0.5592,0.5193,3.2355
238,ratioNorm,1,1,0,1,2,32,1,2,128,0.3,0,0,0.5952,0.7787,0.4805,0.4213,0.5179,0.4941,3.1940
239,ratioNorm,1,1,0,1,3,32,1,2,128,0.3,0,0,0.5929,0.8201,0.4119,0.3610,0.6598,0.4819,3.1876
240,ratioNorm,1,1,0,1,4,32,1,2,128,0.3,0,0,0.5828,0.6992,0.5133,0.4663,0.5358,0.5176,3.2195
241,ratioNorm,1,1,0,1,2,16,1,3,128,0.3,0,0,0.5924,0.7327,0.5017,0.4333,0.5950,0.5161,3.1790
242,ratioNorm,1,1,0,1,3,16,1,3,128,0.3,0,0,0.5939,0.8068,0.3674,0.4860,0.6295,0.5112,3.2327
243,ratioNorm,1,1,0,1,4,16,1,3,128,0.3,0,0,0.5865,0.7106,0.5308,0.4213,0.5551,0.5098,3.2390
244,ratioNorm,1,1,0,1,2,32,1,3,128,0.3,0,0,0.5929,0.7511,0.4634,0.4494,0.6157,0.5171,3.1523
245,ratioNorm,1,1,0,1,3,32,1,3,128,0.3,0,0,0.5878,0.7935,0.3940,0.4417,0.6212,0.4985,3.1923
246,ratioNorm,1,1,0,1,4,32,1,3,128,0.3,0,0,0.5850,0.7220,0.4497,0.5105,0.5840,0.5281,3.1770
247,ratioNorm,1,1,0,1,2,16,1,1,256,0.3,0,0,0.5885,0.7106,0.5087,0.4445,0.6047,0.5224,3.2666
248,ratioNorm,1,1,0,1,3,16,1,1,256,0.3,0,0,0.6067,0.7736,0.5104,0.3940,0.6171,0.5115,3.1763
249,ratioNorm,1,1,0,1,4,16,1,1,256,0.3,0,0,0.6055,0.7726,0.4850,0.4171,0.6474,0.5191,3.1452
250,ratioNorm,1,1,0,1,2,32,1,1,256,0.3,0,0,0.5941,0.7726,0.4372,0.4607,0.5992,0.5125,3.1918
251,ratioNorm,1,1,0,1,3,32,1,1,256,0.3,0,0,0.5910,0.7308,0.4759,0.4853,0.5716,0.5243,3.2351
252,ratioNorm,1,1,0,1,4,32,1,1,256,0.3,0,0,0.6066,0.7783,0.4830,0.4312,0.6129,0.5178,3.1596
253,ratioNorm,1,1,0,1,2,16,1,2,256,0.3,0,0,0.5865,0.7460,0.4767,0.4558,0.5124,0.5024,3.2728
254,ratioNorm,1,1,0,1,3,16,1,2,256,0.3,0,0,0.5861,0.7413,0.4609,0.5014,0.4917,0.5113,3.1905
255,ratioNorm,1,1,0,1,4,16,1,2,256,0.3,0,0,0.5949,0.7467,0.4593,0.4417,0.6846,0.5260,3.2569
256,ratioNorm,1,1,0,1,2,32,1,2,256,0.3,0,0,0.5774,0.7584,0.4622,0.3736,0.5716,0.4783,3.2059
257,ratioNorm,1,1,0,1,3,32,1,2,256,0.3,0,0,0.5795,0.7141,0.5104,0.4628,0.4518,0.5000,3.1629
258,ratioNorm,1,1,0,1,4,32,1,2,256,0.3,0,0,0.6001,0.7505,0.4834,0.4958,0.5372,0.5258,3.2555
259,ratioNorm,1,1,0,1,2,16,1,3,256,0.3,0,0,0.5852,0.7530,0.4726,0.3940,0.6033,0.4953,3.2274
260,ratioNorm,1,1,0,1,3,16,1,3,256,0.3,0,0,0.5850,0.7631,0.4044,0.4354,0.7025,0.5123,3.2227
261,ratioNorm,1,1,0,1,4,16,1,3,256,0.3,0,0,0.5843,0.7536,0.3961,0.5190,0.5992,0.5216,3.3014
262,ratioNorm,1,1,0,1,2,32,1,3,256,0.3,0,0,0.5835,0.7597,0.4597,0.4473,0.4945,0.4917,3.1882
263,ratioNorm,1,1,0,1,3,32,1,3,256,0.3,0,0,0.5926,0.7391,0.5187,0.4129,0.5523,0.5052,3.1420
264,ratioNorm,1,1,0,1,4,32,1,3,256,0.3,0,0,0.5884,0.7280,0.4838,0.4607,0.5785,0.5179,3.2773
265,ratioNorm,1,1,0,1,2,16,1,1,32,0.1,0,0,0.5972,0.7429,0.5320,0.3954,0.5758,0.5072,3.1743
266,ratioNorm,1,1,0,1,3,16,1,1,32,0.1,0,0,0.5885,0.7606,0.4285,0.4656,0.6116,0.5132,3.2430
267,ratioNorm,1,1,0,1,4,16,1,1,32,0.1,0,0,0.5941,0.7315,0.5004,0.4164,0.6556,0.5210,3.2415
268,ratioNorm,1,1,0,1,2,32,1,1,32,0.1,0,0,0.5955,0.7799,0.4800,0.3518,0.6543,0.4936,3.1511
269,ratioNorm,1,1,0,1,3,32,1,1,32,0.1,0,0,0.6003,0.7619,0.4364,0.5021,0.6336,0.5347,3.2285
270,ratioNorm,1,1,0,1,4,32,1,1,32,0.1,0,0,0.5966,0.7736,0.4576,0.4312,0.6116,0.5094,3.1976
271,ratioNorm,1,1,0,1,2,16,1,2,32,0.1,0,0,0.5939,0.7280,0.4884,0.4691,0.6047,0.5279,3.2300
272,ratioNorm,1,1,0,1,3,16,1,2,32,0.1,0,0,0.5919,0.7707,0.3865,0.5140,0.6474,0.5281,3.2741
273,ratioNorm,1,1,0,1,4,16,1,2,32,0.1,0,0,0.6009,0.7150,0.5715,0.4066,0.5826,0.5221,3.1612
274,ratioNorm,1,1,0,1,2,32,1,2,32,0.1,0,0,0.6011,0.8002,0.4460,0.4017,0.6405,0.5026,3.1389
275,ratioNorm,1,1,0,1,3,32,1,2,32,0.1,0,0,0.5939,0.7514,0.5000,0.4150,0.5702,0.5052,3.1904
276,ratioNorm,1,1,0,1,4,32,1,2,32,0.1,0,0,0.5999,0.7217,0.5623,0.3869,0.6129,0.5182,3.1746
277,ratioNorm,1,1,0,1,2,16,1,3,32,0.1,0,0,0.5976,0.7806,0.4576,0.4192,0.6157,0.5062,3.1774
278,ratioNorm,1,1,0,1,3,16,1,3,32,0.1,0,0,0.5847,0.7115,0.4925,0.4649,0.5730,0.5195,3.2089
279,ratioNorm,1,1,0,1,4,16,1,3,32,0.1,0,0,0.5936,0.7647,0.4048,0.5302,0.5992,0.5298,3.1995
280,ratioNorm,1,1,0,1,2,32,1,3,32,0.1,0,0,0.5968,0.7245,0.4514,0.5758,0.5647,0.5511,3.2829
281,ratioNorm,1,1,0,1,3,32,1,3,32,0.1,0,0,0.5929,0.7958,0.4248,0.4473,0.5537,0.4967,3.1589
282,ratioNorm,1,1,0,1,4,32,1,3,32,0.1,0,0,0.6007,0.7099,0.5540,0.4544,0.5675,0.5324,3.1546
283,ratioNorm,1,1,0,1,2,16,1,1,64,0.1,0,0,0.5892,0.7403,0.4763,0.3933,0.6901,0.5122,3.2411
284,ratioNorm,1,1,0,1,3,16,1,1,64,0.1,0,0,0.5887,0.7660,0.4177,0.4221,0.7107,0.5129,3.2138
285,ratioNorm,1,1,0,1,4,16,1,1,64,0.1,0,0,0.5952,0.7280,0.4871,0.4565,0.6474,0.5310,3.2355
286,ratioNorm,1,1,0,1,2,32,1,1,64,0.1,0,0,0.5959,0.7679,0.3998,0.5133,0.6598,0.5340,3.2403
287,ratioNorm,1,1,0,1,3,32,1,1,64,0.1,0,0,0.5883,0.7644,0.4027,0.4867,0.6364,0.5192,3.2244
288,ratioNorm,1,1,0,1,4,32,1,1,64,0.1,0,0,0.5994,0.7669,0.4697,0.4115,0.6694,0.5161,3.2062
289,ratioNorm,1,1,0,1,2,16,1,2,64,0.1,0,0,0.5808,0.8319,0.3229,0.4424,0.6143,0.4799,3.1704
290,ratioNorm,1,1,0,1,3,16,1,2,64,0.1,0,0,0.5853,0.7255,0.4726,0.4354,0.6433,0.5171,3.2421
291,ratioNorm,1,1,0,1,4,16,1,2,64,0.1,0,0,0.5964,0.7052,0.5224,0.5063,0.5455,0.5389,3.2051
292,ratioNorm,1,1,0,1,2,32,1,2,64,0.1,0,0,0.5828,0.7080,0.5116,0.4656,0.5041,0.5114,3.2011
293,ratioNorm,1,1,0,1,3,32,1,2,64,0.1,0,0,0.5967,0.7723,0.4252,0.4993,0.5923,0.5230,3.1675
294,ratioNorm,1,1,0,1,4,32,1,2,64,0.1,0,0,0.6054,0.7308,0.5661,0.4256,0.5427,0.5217,3.1051
295,ratioNorm,1,1,0,1,2,16,1,3,64,0.1,0,0,0.5923,0.7267,0.5091,0.4270,0.6074,0.5177,3.1671
296,ratioNorm,1,1,0,1,3,16,1,3,64,0.1,0,0,0.5901,0.7299,0.4871,0.4270,0.6433,0.5186,3.1925
297,ratioNorm,1,1,0,1,4,16,1,3,64,0.1,0,0,0.5808,0.7198,0.5216,0.3904,0.5455,0.4937,3.1768
298,ratioNorm,1,1,0,1,2,32,1,3,64,0.1,0,0,0.5839,0.7236,0.5515,0.4010,0.4421,0.4866,3.1594
299,ratioNorm,1,1,0,1,3,32,1,3,64,0.1,0,0,0.5990,0.7182,0.5316,0.4831,0.5317,0.5309,3.1757
300,ratioNorm,1,1,0,1,4,32,1,3,64,0.1,0,0,0.6029,0.7343,0.5553,0.3890,0.6088,0.5174,3.1491
301,ratioNorm,1,1,0,1,2,16,1,1,128,0.1,0,0,0.5945,0.7312,0.5428,0.3897,0.5730,0.5065,3.1420
302,ratioNorm,1,1,0,1,3,16,1,1,128,0.1,0,0,0.5893,0.7536,0.4489,0.4235,0.6653,0.5125,3.2105
303,ratioNorm,1,1,0,1,4,16,1,1,128,0.1,0,0,0.5963,0.7967,0.4568,0.3982,0.5758,0.4911,3.1979
304,ratioNorm,1,1,0,1,2,32,1,1,128,0.1,0,0,0.5937,0.7973,0.3682,0.5042,0.6309,0.5181,3.2667
305,ratioNorm,1,1,0,1,3,32,1,1,128,0.1,0,0,0.5996,0.7343,0.5091,0.4656,0.5758,0.5276,3.2008
306,ratioNorm,1,1,0,1,4,32,1,1,128,0.1,0,0,0.6009,0.6792,0.6180,0.3792,0.6377,0.5326,3.1547
307,ratioNorm,1,1,0,1,2,16,1,2,128,0.1,0,0,0.5791,0.7828,0.3911,0.4305,0.6074,0.4893,3.1790
308,ratioNorm,1,1,0,1,3,16,1,2,128,0.1,0,0,0.5898,0.7464,0.4742,0.4052,0.6543,0.5098,3.1743
309,ratioNorm,1,1,0,1,4,16,1,2,128,0.1,0,0,0.5954,0.7764,0.4306,0.4691,0.6019,0.5148,3.2451
310,ratioNorm,1,1,0,1,2,32,1,2,128,0.1,0,0,0.5942,0.7989,0.4244,0.4544,0.5413,0.4972,3.2335
311,ratioNorm,1,1,0,1,3,32,1,2,128,0.1,0,0,0.6033,0.7438,0.5008,0.4235,0.6846,0.5309,3.2297
312,ratioNorm,1,1,0,1,4,32,1,2,128,0.1,0,0,0.5871,0.7546,0.4131,0.5267,0.5537,0.5208,3.2969
313,ratioNorm,1,1,0,1,2,16,1,3,128,0.1,0,0,0.5898,0.7166,0.5249,0.4178,0.5909,0.5145,3.2021
314,ratioNorm,1,1,0,1,3,16,1,3,128,0.1,0,0,0.5942,0.7676,0.4663,0.4045,0.6364,0.5057,3.1498
315,ratioNorm,1,1,0,1,4,16,1,3,128,0.1,0,0,0.5902,0.7935,0.4510,0.3933,0.5537,0.4827,3.1409
316,ratioNorm,1,1,0,1,2,32,1,3,128,0.1,0,0,0.5848,0.7413,0.4314,0.4586,0.6598,0.5189,3.2504
317,ratioNorm,1,1,0,1,3,32,1,3,128,0.1,0,0,0.5957,0.7169,0.5195,0.4642,0.5785,0.5289,3.1713
318,ratioNorm,1,1,0,1,4,32,1,3,128,0.1,0,0,0.5929,0.7353,0.4368,0.5456,0.5840,0.5396,3.2357
319,ratioNorm,1,1,0,1,2,16,1,1,256,0.1,0,0,0.5952,0.7536,0.4859,0.3961,0.6584,0.5112,3.2418
320,ratioNorm,1,1,0,1,3,16,1,1,256,0.1,0,0,0.6073,0.7479,0.5162,0.4579,0.5909,0.5310,3.2273
321,ratioNorm,1,1,0,1,4,16,1,1,256,0.1,0,0,0.5993,0.7540,0.5112,0.4073,0.5950,0.5107,3.2029
322,ratioNorm,1,1,0,1,2,32,1,1,256,0.1,0,0,0.5902,0.8132,0.4289,0.3371,0.6515,0.4751,3.1660
323,ratioNorm,1,1,0,1,3,32,1,1,256,0.1,0,0,0.6049,0.7394,0.5295,0.4305,0.6116,0.5273,3.1681
324,ratioNorm,1,1,0,1,4,32,1,1,256,0.1,0,0,0.6098,0.8046,0.5337,0.3743,0.4766,0.4856,3.0551
325,ratioNorm,1,1,0,1,2,16,1,2,256,0.1,0,0,0.5835,0.7587,0.3957,0.4944,0.6185,0.5160,3.2211
326,ratioNorm,1,1,0,1,3,16,1,2,256,0.1,0,0,0.5897,0.6954,0.5262,0.4684,0.5785,0.5305,3.1906
327,ratioNorm,1,1,0,1,4,16,1,2,256,0.1,0,0,0.5909,0.7156,0.5204,0.4881,0.4835,0.5196,3.2202
328,ratioNorm,1,1,0,1,2,32,1,2,256,0.1,0,0,0.5988,0.7673,0.4963,0.3926,0.6102,0.5047,3.1402
329,ratioNorm,1,1,0,1,3,32,1,2,256,0.1,0,0,0.5964,0.7312,0.5216,0.4277,0.5895,0.5186,3.1586
330,ratioNorm,1,1,0,1,4,32,1,2,256,0.1,0,0,0.5874,0.7407,0.4834,0.4572,0.5207,0.5061,3.2298
331,ratioNorm,1,1,0,1,2,16,1,3,256,0.1,0,0,0.5719,0.7479,0.4630,0.4052,0.4945,0.4747,3.2219
332,ratioNorm,1,1,0,1,3,16,1,3,256,0.1,0,0,0.5805,0.7552,0.3608,0.6215,0.4683,0.5260,3.2539
333,ratioNorm,1,1,0,1,4,16,1,3,256,0.1,0,0,0.5952,0.6995,0.5611,0.4445,0.5496,0.5260,3.2020
334,ratioNorm,1,1,0,1,2,32,1,3,256,0.1,0,0,0.5874,0.7362,0.5266,0.3603,0.5868,0.4931,3.1615
335,ratioNorm,1,1,0,1,3,32,1,3,256,0.1,0,0,0.5839,0.7384,0.4867,0.4270,0.5413,0.4989,3.2165
336,ratioNorm,1,1,0,1,4,32,1,3,256,0.1,0,0,0.5939,0.7185,0.5536,0.3968,0.5716,0.5110,3.1779
337,ratioNorm_oldModel,1,1,0,1,4,16,1,1,64,0.1,0,0,0.6023,0.7340,0.5241,0.4396,0.6074,0.5280,3.2089
338,230214_P,1,1,0,1,2,32,1,2,64,0.2,0,0,0.5848,0.7397,0.4680,0.4340,0.5937,0.5067,3.2142
339,240514_1,1,1,0,1,2,32,1,2,64,0.2,0,0,0.5970,0.7318,0.4895,0.4499,0.6497,0.5299,3.2144
340,240514_2,1,1,0,1,2,32,1,2,64,0.2,0,0,0.5875,0.6856,0.5341,0.4410,0.6253,0.5303,3.2449
341,240521_1,1,1,0,1,2,32,1,2,64,0.2,0,0,0.5974,0.7916,0.4489,0.4185,0.5950,0.5003,3.1674
342,240521_2,1,1,0,1,2,32,1,2,64,0.2,0,0,0.6040,0.7497,0.4987,0.4370,0.6523,0.5299,3.1837
343,240521_3,1,1,0,1,2,32,1,2,64,0.2,0,0,0.5932,0.7081,0.4938,0.5000,0.5942,0.5378,3.2126
344,240702_1,1,1,0,1,2,32,1,2,64,0.2,0,0,0.5818,0.7437,0.4614,0.4150,0.5852,0.4958,3.2413
345,240702_2,1,1,0,1,2,32,1,2,64,0.2,0,0,0.5984,0.7616,0.4655,0.4677,0.5854,0.5200,3.2234
346,240702_3,1,1,0,1,2,32,1,2,64,0.2,0,0,0.5907,0.7460,0.4988,0.4199,0.5551,0.5032,3.1185
347,240704_1,1,1,0,1,2,32,1,2,64,0.2,0,0,0.5944,0.7685,0.4892,0.4522,0.4642,0.4973,3.1519
348,240704_2,1,1,0,1,2,32,1,2,64,0.2,0,0,0.5829,0.7188,0.5351,0.3357,0.6656,0.4998,3.1848
349,240704_3,1,1,0,1,2,32,1,2,64,0.2,0,0,0.5976,0.7540,0.4764,0.4439,0.6137,0.5186,3.1833
350,ratioNorm,1,1,0,1,2,32,1,2,64,0.2,1,0,0.5789,0.7483,0.4767,0.3294,0.6708,0.4837,3.1458
351,ratioNorm_oldModel,1,1,0,1,4,16,1,1,64,0.1,0,1,0.4640,0.7331,0.2140,0.2240,0.5923,0.3456,3.6980
